contestId, level,solvedCount
713,D,491
713,C,1376
713,B,1061
713,A,5641
712,E,335
712,D,1036
712,C,4168
712,B,6319
712,A,7994
711,E,943
711,D,2613
711,C,4167
711,B,6381
711,A,14591
710,F,436
710,E,2499
710,D,462
710,C,3256
710,B,5139
710,A,8002
709,B,3685
709,A,8785
708,E,146
708,D,212
708,C,1035
708,B,2324
708,A,6189
707,E,603
707,D,1623
707,C,6213
707,B,7606
707,A,14666
706,E,705
706,D,3675
706,C,6569
706,B,13359
706,A,9457
705,B,6286
705,A,20637
704,E,63
704,D,161
704,C,179
704,B,702
704,A,4758
703,E,349
703,D,1814
703,C,1284
703,B,4829
703,A,15249
702,F,198
702,E,1016
702,D,1990
702,C,3746
702,B,4604
702,A,10897
701,C,5816
701,B,7155
701,A,11350
700,E,283
700,D,205
700,C,567
700,B,2023
700,A,2369
699,B,5357
699,A,7328
698,F,104
698,E,76
698,D,212
698,C,784
698,B,3434
698,A,9552
697,B,4411
697,A,8630
696,F,26
696,E,206
696,D,535
696,C,1297
696,B,2231
696,A,4214
691,F,612
691,E,903
691,D,2042
691,C,1362
691,B,2844
691,A,6036
690,F3,24
690,F2,43
690,F1,1371
690,E2,97
690,E1,531
690,D3,349
690,D2,819
690,D1,1537
690,C3,565
690,C2,1390
690,C1,1540
690,B3,58
690,B2,129
690,B1,714
690,A3,193
690,A2,326
690,A1,1854
689,E,912
689,D,1597
689,C,2858
689,B,3376
689,A,4125
688,B,11308
688,A,9238
687,E,185
687,D,486
687,C,2800
687,B,2879
687,A,6627
686,B,5666
686,A,11185
685,E,220
685,D,314
685,C,216
685,B,1986
685,A,3328
683,J,23
683,I,23
683,H,70
683,G,105
683,F,117
683,E,157
683,D,235
683,C,260
683,B,279
683,A,521
682,E,387
682,D,1979
682,C,3757
682,B,6545
682,A,8348
681,E,306
681,D,1293
681,C,3781
681,B,6027
681,A,9180
680,B,8944
680,A,8257
679,E,157
679,D,210
679,C,856
679,B,1627
679,A,5766
678,F,239
678,E,870
678,D,2235
678,C,4058
678,B,2573
678,A,6245
677,E,415
677,D,976
677,C,4004
677,B,5304
677,A,22753
676,E,728
676,D,1397
676,C,6424
676,B,3949
676,A,8805
675,E,1192
675,D,2663
675,C,2527
675,B,5220
675,A,9478
673,B,2819
673,A,6055
672,B,8742
672,A,8985
671,E,57
671,D,391
671,C,390
671,B,2104
671,A,3182
670,F,661
670,E,2170
670,D2,4513
670,D1,5298
670,C,5133
670,B,6920
670,A,9211
669,A,5803
667,B,3929
667,A,4729
666,E,326
666,D,97
666,C,436
666,B,1301
666,A,2567
665,F,212
665,E,892
665,D,1424
665,C,3897
665,B,2030
665,A,1672
664,A,6914
663,A,2319
662,E,67
662,D,1310
662,C,698
662,B,905
662,A,166
661,H,33
661,G,32
661,F,69
661,E,55
661,D,97
661,C,99
661,B,184
661,A,453
660,F,484
660,E,392
660,D,1730
660,C,3583
660,B,3165
660,A,3710
659,G,627
659,F,1166
659,E,3975
659,D,4249
659,C,7469
659,B,4722
659,A,9920
658,A,4117
656,G,393
656,F,392
656,E,541
656,D,448
656,C,456
656,B,1381
656,A,2486
653,G,181
653,F,380
653,E,700
653,D,1211
653,C,1269
653,B,3217
653,A,4917
652,F,147
652,E,630
652,D,1566
652,C,1541
652,B,4447
652,A,2759
651,B,7013
651,A,11335
650,E,269
650,D,662
650,C,1255
650,B,2465
650,A,7137
645,G,69
645,F,357
645,E,853
645,D,1645
645,C,2010
645,B,2355
645,A,2326
644,C,795
644,B,2063
644,A,3559
643,G,69
643,F,140
643,E,260
643,D,118
643,C,685
643,B,2349
643,A,3166
642,A,0
641,G,51
641,F,85
641,E,1505
641,D,661
641,C,2238
641,B,3239
641,A,4487
639,F,81
639,E,187
639,D,574
639,C,988
639,B,4360
639,A,4599
638,D,546
638,C,774
638,B,1293
638,A,2671
637,D,1568
637,C,2133
637,B,4690
637,A,3752
635,A,2128
634,A,2235
633,H,225
633,G,357
633,F,390
633,E,432
633,D,1515
633,C,1482
633,B,4208
633,A,5973
632,F,352
632,E,866
632,D,1335
632,C,2580
632,B,2271
632,A,2790
631,E,727
631,D,1223
631,C,2637
631,B,4780
631,A,6084
630,R,4445
630,Q,706
630,P,488
630,O,446
630,N,2847
630,M,696
630,L,2117
630,K,2282
630,J,5056
630,I,1211
630,H,2213
630,G,1338
630,F,3276
630,E,1301
630,D,4960
630,C,7429
630,B,4022
630,A,12358
629,E,534
629,D,2231
629,C,1861
629,B,5712
629,A,7194
628,F,273
628,E,378
628,D,1258
628,C,3042
628,B,4284
628,A,3713
627,F,46
627,E,108
627,D,398
627,C,766
627,B,1683
627,A,2114
626,G,152
626,F,1003
626,E,785
626,D,1902
626,C,3113
626,B,4367
626,A,4604
625,E,116
625,D,455
625,C,4825
625,B,6098
625,A,3984
624,B,5644
624,A,6669
623,E,180
623,D,271
623,C,321
623,B,1143
623,A,3107
622,F,537
622,E,907
622,D,1495
622,C,3034
622,B,5063
622,A,5416
621,E,1467
621,D,787
621,C,3132
621,B,6402
621,A,11047
620,F,304
620,E,1581
620,D,831
620,C,3371
620,B,5542
620,A,7201
618,G,71
618,F,367
618,E,367
618,D,1156
618,C,3027
618,B,5280
618,A,6183
617,E,2286
617,D,3098
617,C,3516
617,B,7956
617,A,26388
616,F,245
616,E,904
616,D,2980
616,C,2684
616,B,5419
616,A,4949
615,E,755
615,D,2138
615,C,1657
615,B,3361
615,A,9934
614,B,4358
614,A,5314
613,E,105
613,D,550
613,C,651
613,B,1461
613,A,2440
612,F,114
612,E,647
612,D,1860
612,C,3665
612,B,3986
612,A,4260
611,H,144
611,G,139
611,F,314
611,E,654
611,D,1808
611,C,5568
611,B,5680
611,A,8702
610,E,325
610,D,768
610,C,2263
610,B,4424
610,A,8822
609,F,387
609,E,1862
609,D,1225
609,C,3341
609,B,5080
609,A,8398
608,B,3856
608,A,6259
607,E,84
607,D,339
607,C,595
607,B,3444
607,A,4828
606,B,2392
606,A,6053
605,E,336
605,D,482
605,C,756
605,B,2367
605,A,4732
604,B,5219
604,A,6325
603,E,197
603,D,222
603,C,1266
603,B,1814
603,A,4574
602,B,5267
602,A,6247
601,E,299
601,D,632
601,C,841
601,B,1445
601,A,5617
600,F,173
600,E,2307
600,D,973
600,C,2415
600,B,7072
600,A,2669
599,E,301
599,D,2007
599,C,3398
599,B,3538
599,A,14249
598,F,153
598,E,1906
598,D,3828
598,C,1652
598,B,5219
598,A,9889
597,C,1299
597,B,2012
597,A,2534
596,E,262
596,D,521
596,C,1920
596,B,6644
596,A,5351
595,B,2457
595,A,8610
594,E,42
594,D,586
594,C,532
594,B,369
594,A,1058
593,E,262
593,D,721
593,C,188
593,B,3182
593,A,4598
592,E,142
592,D,1498
592,C,2428
592,B,6350
592,A,5116
591,B,5717
591,A,8545
590,E,205
590,D,749
590,C,1465
590,B,1360
590,A,3071
588,B,7046
588,A,13236
587,F,157
587,E,267
587,D,162
587,C,1679
587,B,1051
587,A,5295
586,B,4542
586,A,6975
585,F,116
585,E,302
585,D,842
585,C,702
585,B,2534
585,A,3308
584,E,967
584,D,4411
584,C,3864
584,B,6099
584,A,15246
583,B,6745
583,A,9087
582,E,123
582,D,114
582,C,518
582,B,2304
582,A,4426
581,F,406
581,E,115
581,D,2369
581,C,5353
581,B,8225
581,A,16869
580,E,946
580,D,4056
580,C,11095
580,B,8762
580,A,26740
579,B,4218
579,A,14905
578,F,89
578,E,189
578,D,348
578,C,2233
578,B,3426
578,A,3653
577,B,4519
577,A,14725
576,E,160
576,D,363
576,C,1630
576,B,1198
576,A,6613
575,I,81
575,H,1185
575,G,517
575,F,769
575,E,60
575,D,1549
575,C,138
575,B,656
575,A,204
574,B,4548
574,A,6393
573,E,101
573,D,167
573,C,738
573,B,3699
573,A,8896
572,B,4097
572,A,9579
571,E,46
571,D,149
571,C,410
571,B,1644
571,A,1440
570,E,1110
570,D,2206
570,C,5987
570,B,8863
570,A,10035
569,B,5082
569,A,3689
568,E,100
568,D,210
568,C,360
568,B,1670
568,A,3554
567,F,343
567,E,892
567,D,2890
567,C,5121
567,B,6226
567,A,11948
566,G,225
566,F,1932
566,E,81
566,D,1330
566,C,103
566,B,192
566,A,530
560,B,5711
560,A,10241
559,E,224
559,D,231
559,C,2544
559,B,5516
559,A,6500
558,E,1730
558,D,885
558,C,2741
558,B,5345
558,A,6773
557,E,744
557,D,1511
557,C,2875
557,B,5313
557,A,6597
556,B,6120
556,A,14594
555,E,651
555,D,659
555,C,1456
555,B,2512
555,A,5201
554,B,6194
554,A,7933
553,E,172
553,D,709
553,C,1200
553,B,1649
553,A,4810
552,E,1081
552,D,2881
552,C,3597
552,B,9324
552,A,7259
551,E,981
551,D,1205
551,C,2115
551,B,2846
551,A,10113
550,E,1082
550,D,2077
550,C,10016
550,B,6780
550,A,12449
549,H,1543
549,G,1702
549,F,457
549,E,51
549,D,1917
549,C,1386
549,B,1172
549,A,6628
548,B,4827
548,A,7061
547,E,467
547,D,709
547,C,1420
547,B,3685
547,A,1879
546,E,1786
546,D,5087
546,C,7802
546,B,9516
546,A,32108
545,E,2182
545,D,10124
545,C,9374
545,B,7423
545,A,8012
544,B,4479
544,A,5176
543,E,101
543,D,1101
543,C,826
543,B,2317
543,A,4168
542,F,590
542,E,375
542,D,324
542,C,834
542,B,53
542,A,377
540,E,1111
540,D,2624
540,C,4078
540,B,3519
540,A,14559
538,H,102
538,G,104
538,F,1059
538,E,1139
538,D,2028
538,C,4375
538,B,8667
538,A,5280
536,E,181
536,D,187
535,E,561
535,D,2132
535,C,2747
535,B,8962
535,A,8093
534,F,279
534,E,266
534,D,1586
534,C,3155
534,B,5152
534,A,7832
533,F,562
533,E,1353
533,D,80
533,C,1460
533,B,1241
533,A,145
530,I,33
530,H,108
530,G,78
530,F,82
530,E,243
530,D,400
530,C,398
530,B,504
530,A,617
529,B,639
528,E,106
528,D,961
527,E,677
527,D,2826
527,C,4135
527,B,3069
527,A,9698
526,G,100
526,F,386
526,E,682
526,D,1124
526,C,1795
526,B,3583
526,A,4061
525,E,1293
525,D,996
525,C,4171
525,B,5371
525,A,6949
524,F,294
524,E,744
524,D,813
524,C,1638
524,B,1233
524,A,1272
523,D,1337
523,C,1868
523,B,868
523,A,2129
522,D,1274
522,C,622
522,B,4519
522,A,6229
521,E,173
521,D,373
520,E,1146
520,D,1230
520,C,3174
520,B,14212
520,A,20174
519,E,2385
519,D,3614
519,C,10288
519,B,14727
519,A,12326
518,F,260
518,E,723
518,D,3456
518,C,4431
518,B,4769
518,A,5678
516,E,91
516,D,330
515,E,1049
515,D,2039
515,C,10081
515,B,5012
515,A,10867
514,E,783
514,D,1763
514,C,3135
514,B,8560
514,A,11549
513,G3,90
513,G2,410
513,G1,1490
513,F2,174
513,F1,174
513,E2,273
513,E1,288
513,D2,278
513,D1,353
513,C,1216
513,B2,2165
513,B1,3162
513,A,12466
512,E,166
512,D,229
510,E,1220
510,D,2724
510,C,5977
510,B,6292
510,A,19104
509,F,506
509,E,1378
509,D,554
509,C,1392
509,B,5392
509,A,15099
508,E,1028
508,D,1260
508,C,3219
508,B,9138
508,A,5870
507,E,1524
507,D,1019
507,C,2933
507,B,9727
507,A,9505
506,E,165
506,D,894
505,E,241
505,D,1361
505,C,2988
505,B,4952
505,A,5028
504,E,153
504,D,204
501,E,512
501,D,1418
501,C,3644
501,B,6949
501,A,9694
500,G,56
500,F,318
500,E,911
500,D,2234
500,C,4491
500,B,5361
500,A,18804
499,B,12917
499,A,7750
498,E,242
498,D,637
498,C,1602
498,B,771
498,A,4353
497,E,137
497,D,150
496,E,1128
496,D,2114
496,C,4705
496,B,3686
496,A,8746
495,B,3596
495,A,5824
494,E,84
494,D,341
494,C,370
494,B,1663
494,A,4093
493,E,326
493,D,4773
493,C,3785
493,B,5748
493,A,4792
492,E,1197
492,D,2374
492,C,6152
492,B,18904
492,A,15576
491,C,189
491,B,287
491,A,1014
490,F,764
490,E,1126
490,D,1592
490,C,4556
490,B,3892
490,A,15093
489,F,1165
489,E,594
489,D,3989
489,C,15840
489,B,14788
489,A,5727
488,B,1663
488,A,7632
487,E,406
487,D,453
487,C,1236
487,B,1858
487,A,2602
486,E,1026
486,D,1979
486,C,5414
486,B,6503
486,A,24497
485,B,4940
485,A,4904
484,E,836
484,D,1229
484,C,367
484,B,3431
484,A,5345
483,B,2625
483,A,8260
482,E,78
482,D,232
482,C,501
482,B,3064
482,A,6351
480,E,251
480,D,328
479,E,2916
479,D,3374
479,C,10734
479,B,4379
479,A,26273
478,E,116
478,D,2760
478,C,7267
478,B,12603
478,A,14135
477,E,50
477,D,280
476,E,1254
476,D,2530
476,C,3985
476,B,10155
476,A,14592
475,F,109
475,E,196
475,D,1585
475,C,673
475,B,4799
475,A,3960
474,F,2369
474,E,1425
474,D,8823
474,C,2095
474,B,14023
474,A,14424
472,G,187
472,F,173
472,E,91
472,D,2562
472,C,5284
472,B,6171
472,A,19811
471,E,43
471,D,2734
471,C,2920
471,B,4748
471,A,9613
470,H,115
470,G,78
470,F,85
470,E,168
470,D,128
470,C,137
470,B,231
470,A,467
469,B,5750
469,A,22299
468,E,77
468,D,142
468,C,620
468,B,2307
468,A,5130
467,E,448
467,D,1124
467,C,6041
467,B,13537
467,A,29051
466,E,1038
466,D,1457
466,C,12681
466,B,2755
466,A,16830
465,B,6832
465,A,7125
464,E,298
464,D,331
464,C,1229
464,B,1363
464,A,3874
463,E,916
463,D,3095
463,C,4427
463,B,9874
463,A,6690
462,B,6048
462,A,8958
461,E,163
461,D,217
461,C,1004
461,B,2472
461,A,9661
460,E,236
460,D,718
460,C,3219
460,B,5956
460,A,18539
459,E,2694
459,D,3735
459,C,3580
459,B,12818
459,A,12275
457,F,42
457,E,30
457,D,109
457,C,596
457,B,737
457,A,994
456,B,8209
456,A,13281
455,E,302
455,D,1135
455,C,2723
455,B,2913
455,A,18127
454,B,7845
454,A,9072
453,E,165
453,D,203
453,C,962
453,B,2280
453,A,4928
452,F,385
452,E,443
452,D,1138
452,C,1020
452,B,1656
452,A,5430
451,E,1197
451,D,2608
451,C,2424
451,B,11845
451,A,21646
450,B,8472
450,A,9561
449,E,140
449,D,1250
449,C,1330
449,B,2816
449,A,3160
448,E,917
448,D,4947
448,C,3589
448,B,6800
448,A,13780
447,B,8712
447,A,5702
446,E,58
446,D,157
446,C,1262
446,B,2259
446,A,6299
445,B,5129
445,A,9039
444,E,331
444,D,373
444,C,1215
444,B,724
444,A,2393
443,B,2890
443,A,20770
442,E,99
442,D,418
442,C,918
442,B,3004
442,A,1582
441,E,278
441,D,731
441,C,5526
441,B,4281
441,A,9725
440,D,177
440,C,459
440,B,1341
440,A,2825
439,E,816
439,D,2664
439,C,2539
439,B,8184
439,A,12372
438,E,574
438,D,1896
437,E,373
437,D,2035
437,C,6349
437,B,3833
437,A,5464
436,F,141
436,E,336
436,D,168
436,C,1777
436,B,2544
436,A,2509
435,E,161
435,D,571
435,C,2159
435,B,3627
435,A,6607
434,E,116
434,D,194
433,E,294
433,D,776
433,C,1766
433,B,8234
433,A,5918
432,E,442
432,D,2522
432,C,1729
432,B,6016
432,A,15911
431,E,278
431,D,1285
431,C,9067
431,B,4994
431,A,12487
430,B,2175
430,A,1691
429,E,336
429,D,1361
429,C,603
429,B,4031
429,A,4671
427,E,1083
427,D,1054
427,C,4639
427,B,7632
427,A,15738
426,B,2847
426,A,5305
425,E,319
425,D,801
425,C,679
425,B,894
425,A,2775
424,E,68
424,D,407
424,C,2510
424,B,3852
424,A,4631
421,D,301
421,A,2479
420,E,108
420,D,365
420,C,698
420,B,842
420,A,3330
418,E,89
418,D,216
417,E,549
417,D,1281
417,C,3030
417,B,1315
417,A,1571
416,E,633
416,D,555
416,C,3336
416,B,4361
416,A,4605
415,B,3223
415,A,5351
414,E,82
414,D,457
414,C,1377
414,B,7813
414,A,5223
413,E,260
413,D,381
413,C,1266
413,B,1165
413,A,1568
412,E,612
412,D,1086
412,C,2133
412,B,2565
412,A,2302
411,C,855
411,B,1064
411,A,3428
409,I,58
409,H,4155
409,G,259
409,F,1235
409,E,413
409,D,935
409,C,1493
409,B,1049
409,A,1866
408,B,4005
408,A,5488
407,E,212
407,D,321
407,C,535
407,B,3655
407,A,3113
406,E,148
406,D,780
405,E,814
405,D,2244
405,C,3360
405,B,4101
405,A,22872
404,E,340
404,D,1266
404,C,2711
404,B,2464
404,A,8507
403,E,93
403,D,676
402,E,1241
402,D,1535
402,C,3060
402,B,2462
402,A,3513
401,E,139
401,D,1892
401,C,7864
401,B,3564
401,A,9191
400,E,624
400,D,1542
400,C,2333
400,B,3437
400,A,5236
399,B,1172
399,A,2201
398,E,40
398,D,364
398,C,165
398,B,612
398,A,746
397,B,582
397,A,1295
396,E,65
396,D,246
396,C,933
396,B,650
396,A,898
394,E,74
394,D,214
394,C,404
394,B,436
394,A,1587
393,B,836
393,A,2650
392,E,97
392,D,138
392,C,290
392,B,536
392,A,661
391,F3,45
391,F2,38
391,F1,84
391,E2,99
391,E1,78
391,D2,135
391,D1,171
391,C3,115
391,C2,101
391,C1,154
391,B,269
391,A,734
390,E,181
390,D,376
390,C,522
390,B,861
390,A,1685
389,B,4589
389,A,6966
388,E,62
388,D,214
388,C,1695
388,B,1601
388,A,6211
387,E,568
387,D,429
387,C,1754
387,B,6000
387,A,6082
386,D,220
386,C,321
386,B,950
386,A,1671
385,E,367
385,D,505
385,C,4364
385,B,4791
385,A,8527
384,B,2363
384,A,9349
383,E,554
383,D,1535
383,C,2694
383,B,463
383,A,3734
382,E,178
382,D,528
382,C,4073
382,B,1031
382,A,4941
381,B,4202
381,A,10998
380,E,166
380,D,301
380,C,4573
380,B,430
380,A,2004
379,G,72
379,F,966
379,E,259
379,D,1137
379,C,4735
379,B,5375
379,A,18267
378,B,2860
378,A,9909
377,E,158
377,D,526
377,C,758
377,B,1416
377,A,7893
376,B,2917
376,A,4854
375,E,202
375,D,1893
375,C,280
375,B,2875
375,A,2669
374,E,130
374,D,579
374,C,1564
374,B,2030
374,A,1856
373,B,1802
373,A,5539
372,E,96
372,D,416
372,C,1104
372,B,1599
372,A,5070
371,E,740
371,D,2475
371,C,5463
371,B,4175
371,A,3580
370,E,145
370,D,440
370,C,1136
370,B,1959
370,A,3575
369,E,929
369,D,686
369,C,4312
369,B,3601
369,A,6680
368,B,12553
368,A,4965
367,E,430
367,D,415
367,C,1221
367,B,1784
367,A,3256
366,E,504
366,D,817
366,C,2237
366,B,3742
366,A,3376
365,B,5783
365,A,5348
364,E,145
364,D,517
364,C,449
364,B,812
364,A,2881
363,E,131
363,D,1836
363,C,5664
363,B,11743
363,A,4830
362,E,425
362,D,570
362,C,965
362,B,5906
362,A,2190
361,B,3668
361,A,6318
360,E,223
360,D,237
360,C,557
360,B,1451
360,A,1673
359,E,284
359,D,2237
359,C,1611
359,B,3320
359,A,4648
358,E,285
358,D,2027
358,C,1285
358,B,2902
358,A,4444
357,B,3762
357,A,4340
356,E,152
356,D,363
356,C,896
356,B,1394
356,A,4723
355,B,3187
355,A,5079
354,E,610
354,D,154
354,C,1664
354,B,318
354,A,3370
353,E,414
353,D,1506
353,C,2717
353,B,1672
353,A,7248
352,B,5136
352,A,8566
351,E,846
351,D,439
351,C,345
351,B,1496
351,A,2104
350,E,545
350,D,147
350,C,3676
350,B,2206
350,A,6686
349,B,5759
349,A,11602
348,E,188
348,D,483
348,C,880
348,B,1279
348,A,5664
347,B,5406
347,A,4675
346,E,117
346,D,329
346,C,982
346,B,1747
346,A,4594
345,G,33
345,F,32
345,E,31
345,D,63
345,C,106
345,B,108
345,A,347
344,B,4828
344,A,23649
343,E,223
343,D,1927
343,C,1744
343,B,4795
343,A,4713
342,E,2610
342,D,343
342,C,1361
342,B,2526
342,A,5018
341,E,198
341,D,576
340,E,1377
340,D,3546
340,C,2528
340,B,1224
340,A,5089
339,E,382
339,D,7591
339,C,4329
339,B,19416
339,A,41024
338,E,433
338,D,395
337,E,725
337,D,2487
337,C,3094
337,B,3825
337,A,26109
336,E,72
336,D,617
336,C,1673
336,B,1004
336,A,5269
335,F,109
335,E,105
335,D,204
335,C,375
335,B,1010
335,A,1150
334,B,2620
334,A,8893
333,E,430
333,D,1129
333,C,248
333,B,1922
333,A,3158
332,E,196
332,D,251
332,C,621
332,B,3913
332,A,2904
331,E2,54
331,E1,43
331,D3,90
331,D2,77
331,D1,131
331,C3,263
331,C2,212
331,C1,1648
331,B2,514
331,B1,616
331,A2,983
331,A1,1001
330,B,6913
330,A,10634
329,E,91
329,D,259
329,C,563
329,B,3194
329,A,3233
328,B,570
328,A,853
327,E,675
327,D,1462
327,C,2093
327,B,7098
327,A,14677
325,E,293
325,D,233
325,C,185
325,B,880
325,A,1464
323,C,244
323,B,229
323,A,350
322,B,5045
322,A,5407
321,E,1415
321,D,221
321,C,2348
321,B,1677
321,A,2647
320,B,3681
320,A,9928
319,E,214
319,D,286
319,C,1967
319,B,2159
319,A,1933
318,B,4404
318,A,23928
317,E,90
317,D,653
317,C,325
317,B,1308
317,A,3266
316,G3,247
316,G2,320
316,G1,717
316,F3,126
316,F2,121
316,F1,133
316,E3,353
316,E2,295
316,E1,1170
316,D3,292
316,D2,259
316,D1,283
316,C2,402
316,C1,403
316,B2,1228
316,B1,1144
316,A2,1717
316,A1,1983
315,B,3835
315,A,4079
314,E,190
314,D,380
314,C,1241
314,B,1058
314,A,1644
313,E,366
313,D,920
313,C,3281
313,B,13570
313,A,16556
312,B,4654
312,A,3405
311,E,289
311,D,414
311,C,272
311,B,885
311,A,2877
309,E,76
309,D,133
309,C,487
309,B,285
309,A,325
306,D,147
306,C,257
306,B,248
306,A,1358
305,E,414
305,D,356
305,C,1719
305,B,1563
305,A,2539
304,B,2021
304,A,4369
303,E,125
303,D,168
303,C,580
303,B,1068
303,A,3217
302,B,3263
302,A,4461
301,E,187
301,D,1004
301,C,323
301,B,1477
301,A,2127
300,E,565
300,D,484
300,C,3056
300,B,3115
300,A,7813
299,B,1993
299,A,2882
298,B,4440
298,A,3971
297,E,148
297,D,307
297,C,654
297,B,2463
297,A,2680
296,B,821
296,A,6425
295,E,369
295,D,391
295,C,1083
295,B,4395
295,A,5318
294,E,500
294,D,203
294,C,1785
294,B,2319
294,A,6959
293,E,486
293,D,165
293,C,430
293,B,416
293,A,1701
292,E,1858
292,D,1371
292,C,766
292,B,3254
292,A,1936
291,E,892
291,D,1352
291,C,1533
291,B,2605
291,A,4125
290,F,61
290,E,111
290,D,1460
290,C,981
290,B,1849
290,A,2252
289,B,5842
289,A,3594
288,E,156
288,D,475
288,C,1583
288,B,1995
288,A,4688
287,B,2617
287,A,6270
286,E,434
286,D,253
286,C,928
286,B,828
286,A,2290
285,E,359
285,D,1103
285,C,8395
285,B,6354
285,A,6488
284,B,4115
284,A,3636
283,E,319
283,D,346
283,C,878
283,B,2308
283,A,3866
282,E,1571
282,D,915
282,C,4407
282,B,4942
282,A,45783
281,B,1894
281,A,39021
280,E,93
280,D,354
280,C,1221
280,B,2054
280,A,1056
279,E,952
279,D,446
279,C,3912
279,B,11057
279,A,3414
278,B,2574
278,A,6882
277,E,573
277,D,172
277,C,372
277,B,593
277,A,7442
276,E,856
276,D,4663
276,C,6810
276,B,7570
276,A,9933
275,B,1681
275,A,7305
274,E,156
274,D,667
274,C,250
274,B,2473
274,A,4738
273,E,162
273,D,256
272,E,782
272,D,1761
272,C,3921
272,B,2824
272,A,6804
271,E,343
271,D,3591
271,C,2145
271,B,5209
271,A,27164
270,B,2997
270,A,14642
269,E,49
269,D,300
269,C,1125
269,B,3199
269,A,2488
268,E,725
268,D,283
268,C,6261
268,B,14448
268,A,20563
267,C,98
267,B,365
267,A,2326
266,E,400
266,D,387
266,C,1015
266,B,28469
266,A,37845
265,B,7128
265,A,8531
264,E,193
264,D,276
264,C,1572
264,B,4417
264,A,5753
263,E,249
263,D,1701
263,C,850
263,B,5375
263,A,38159
262,B,4207
262,A,8005
261,E,266
261,D,335
261,C,579
261,B,992
261,A,3133
260,E,297
260,D,843
260,C,1807
260,B,2386
260,A,4719
259,B,6135
259,A,5237
258,E,530
258,D,550
258,C,1039
258,B,1105
258,A,8726
257,E,190
257,D,1139
257,C,2326
257,B,3171
257,A,3810
256,E,400
256,D,196
255,E,615
255,D,1198
255,C,2499
255,B,3170
255,A,10134
254,E,313
254,D,275
254,C,982
254,B,1532
254,A,3108
253,E,379
253,D,555
253,C,1402
253,B,4324
253,A,4555
252,B,1197
252,A,3090
251,E,73
251,D,276
251,C,751
251,B,947
251,A,5787
250,E,333
250,D,618
250,C,1245
250,B,1321
250,A,2140
249,E,158
249,D,185
248,E,261
248,D,330
248,C,610
248,B,2909
248,A,5964
246,E,758
246,D,4396
246,C,1917
246,B,4533
246,A,5332
245,H,2175
245,G,354
245,F,616
245,E,2060
245,D,1506
245,C,1144
245,B,3437
245,A,4036
244,B,2368
244,A,4325
243,E,85
243,D,124
243,C,378
243,B,886
243,A,2217
242,E,2553
242,D,1106
242,C,2748
242,B,6011
242,A,4129
241,G,471
241,F,216
241,E,324
241,D,141
241,C,432
241,B,216
241,A,1767
240,F,513
240,E,192
239,B,1076
239,A,6286
238,E,205
238,D,146
238,C,665
238,B,866
238,A,1556
237,E,856
237,D,398
237,C,3014
237,B,1863
237,A,11241
236,B,4483
236,A,33651
235,E,385
235,D,194
235,C,653
235,B,1310
235,A,5996
234,H,466
234,G,928
234,F,1148
234,E,756
234,D,1243
234,C,2874
234,B,3277
234,A,2627
233,B,3469
233,A,9693
232,E,222
232,D,262
232,C,125
232,B,909
232,A,1607
231,E,624
231,D,2667
231,C,3423
231,B,2194
231,A,51549
230,B,16757
230,A,19250
229,E,317
229,D,979
229,C,1150
229,B,2233
229,A,2613
228,E,1214
228,D,283
228,C,348
228,B,2343
228,A,20128
227,B,5244
227,A,2708
226,E,245
226,D,664
226,C,524
226,B,1105
226,A,2290
225,E,508
225,D,610
225,C,3893
225,B,2035
225,A,3981
224,B,3354
224,A,7436
223,E,66
223,D,36
223,C,956
223,B,1009
223,A,1581
222,E,1139
222,D,1476
222,C,1106
222,B,3251
222,A,4415
221,B,3036
221,A,5827
220,E,629
220,D,209
220,C,698
220,B,3473
220,A,5800
219,E,468
219,D,3089
219,C,3372
219,B,2746
219,A,8359
218,B,5112
218,A,2910
217,E,186
217,D,160
217,C,215
217,B,649
217,A,8199
216,E,392
216,D,779
216,C,1101
216,B,2416
216,A,3406
215,E,337
215,D,1096
215,C,362
215,B,2495
215,A,4804
214,B,2608
214,A,10791
213,E,340
213,D,255
213,C,1129
213,B,1135
213,A,1276
212,E,574
212,D,261
212,C,263
212,B,243
212,A,73
209,C,368
209,B,207
209,A,461
208,E,1701
208,D,4783
208,C,1047
208,B,970
208,A,23947
207,D9,32
207,D8,35
207,D7,33
207,D6,34
207,D5,34
207,D4,34
207,D3,40
207,D2,49
207,D10,34
207,D1,57
207,C3,31
207,C2,35
207,C1,45
207,B3,105
207,B2,109
207,B1,155
207,A3,152
207,A2,158
207,A1,185
205,B,2934
205,A,6338
204,E,433
204,D,258
204,C,777
204,B,2936
204,A,3061
203,E,202
203,D,1046
203,C,3183
203,B,1955
203,A,3127
202,B,677
202,A,4507
201,E,233
201,D,274
201,C,880
201,B,923
201,A,1977
200,E,222
200,D,678
200,C,765
200,B,19913
200,A,388
199,B,511
199,A,6963
198,E,290
198,D,41
198,C,274
198,B,1990
198,A,2043
197,B,2432
197,A,2985
196,E,373
196,D,271
196,C,582
196,B,1393
196,A,3411
195,E,486
195,D,684
195,C,706
195,B,2655
195,A,3131
194,B,2207
194,A,4092
193,E,191
193,D,238
193,C,315
193,B,668
193,A,1735
192,B,2912
192,A,4401
191,E,511
191,D,158
191,C,2492
191,B,794
191,A,1972
