contestId, level,solvedCount
190,E,607
190,D,1184
190,C,1445
190,B,1804
190,A,3612
189,B,2025
189,A,17947
188,H,146
188,G,156
188,F,202
188,E,231
188,D,273
188,C,291
188,B,284
188,A,407
187,E,49
187,D,218
187,C,725
187,B,1068
187,A,1770
186,B,2087
186,A,5509
185,E,57
185,D,242
185,C,59
185,B,1121
185,A,3438
183,E,76
183,D,208
183,C,324
183,B,400
183,A,359
182,E,829
182,D,3748
182,C,455
182,B,3067
182,A,203
181,B,1113
181,A,1811
180,F,1323
180,E,833
180,D,511
180,C,2519
180,B,238
180,A,409
178,F3,172
178,F2,179
178,F1,262
178,E3,161
178,E2,188
178,E1,248
178,D3,183
178,D2,205
178,D1,468
178,C3,241
178,C2,236
178,C1,389
178,B3,543
178,B2,449
178,B1,487
178,A3,729
178,A2,740
178,A1,740
177,G2,76
177,G1,78
177,F2,105
177,F1,238
177,E2,278
177,E1,415
177,D2,857
177,D1,1203
177,C2,1049
177,C1,1038
177,B2,1454
177,B1,1656
177,A2,2539
177,A1,2620
176,E,358
176,D,210
176,C,348
176,B,819
176,A,942
175,F,41
175,E,178
175,D,216
175,C,821
175,B,1027
175,A,1852
174,C,617
174,B,939
174,A,1239
173,E,285
173,D,175
173,C,695
173,B,1170
173,A,1614
172,E,229
172,D,988
172,C,931
172,B,1875
172,A,3189
171,H,142
171,G,395
171,F,809
171,E,507
171,D,1545
171,C,508
171,B,2097
171,A,2337
169,B,1856
169,A,2519
168,B,1005
168,A,5470
167,E,236
167,D,119
167,C,386
167,B,1273
167,A,1673
166,E,7445
166,D,225
166,C,3045
166,B,1003
166,A,6457
165,E,1637
165,D,782
165,C,5167
165,B,5189
165,A,7507
164,E,34
164,D,157
164,C,498
164,B,347
164,A,649
163,E,478
163,D,249
163,C,435
163,B,733
163,A,1536
162,J,54
162,I,40
162,H,54
162,G,31
162,F,107
162,E,146
162,D,184
162,C,109
162,B,260
162,A,528
161,E,326
161,D,3947
161,C,398
161,B,1474
161,A,3053
160,E,314
160,D,912
160,C,2113
160,B,6167
160,A,31310
159,E,785
159,D,2943
159,C,2055
159,B,2731
159,A,2041
158,E,1240
158,D,5057
158,C,5411
158,B,33557
158,A,55621
157,B,5933
157,A,4561
156,E,112
156,D,438
156,C,1273
156,B,1508
156,A,2244
155,B,4613
155,A,17012
154,E,58
154,D,300
154,C,1132
154,B,2053
154,A,2445
153,E,50
153,D,54
153,C,68
153,B,123
153,A,245
152,E,246
152,D,196
152,C,4684
152,B,2621
152,A,7150
151,B,3233
151,A,12209
150,E,232
150,D,275
150,C,467
150,B,2110
150,A,3706
149,E,1008
149,D,1049
149,C,2938
149,B,1641
149,A,13831
148,E,1744
148,D,2871
148,C,1935
148,B,2468
148,A,24396
147,B,424
147,A,1748
146,B,2521
146,A,7206
145,E,990
145,D,170
145,C,1170
145,B,1387
145,A,4559
144,E,347
144,D,1836
144,C,2527
144,B,2583
144,A,21848
143,B,2890
143,A,4744
142,E,36
142,D,214
142,C,565
142,B,1463
142,A,1835
141,E,383
141,D,405
141,C,1463
141,B,2793
141,A,19679
140,F,279
140,E,335
140,D,1765
140,C,2454
140,B,1203
140,A,3168
139,B,1013
139,A,7153
138,E,92
138,D,281
138,C,598
138,B,704
138,A,1640
137,E,772
137,D,1004
137,C,3643
137,B,5497
137,A,4254
136,B,2972
136,A,26015
135,E,142
135,D,235
135,C,955
135,B,1678
135,A,4280
134,C,320
134,B,861
134,A,1799
133,B,4375
133,A,31098
132,E,285
132,D,452
132,C,1438
132,B,391
132,A,2205
131,F,422
131,E,1298
131,D,2806
131,C,4768
131,B,4378
131,A,30300
130,J,79
130,I,91
130,H,153
130,G,166
130,F,152
130,E,184
130,D,251
130,C,346
130,B,335
130,A,577
129,B,4144
129,A,8179
128,E,61
128,D,714
128,C,1373
128,B,1327
128,A,2081
127,B,3949
127,A,5120
126,E,42
126,D,526
126,C,507
126,B,5643
126,A,1025
125,E,385
125,D,242
125,C,584
125,B,1142
125,A,1565
124,B,1959
124,A,12060
123,E,281
123,D,525
123,C,388
123,B,749
123,A,1774
122,B,4957
122,A,32379
121,E,616
121,D,183
121,C,883
121,B,1706
121,A,3802
120,J,592
120,I,256
120,H,753
120,G,580
120,F,1853
120,E,1743
120,D,1456
120,C,2221
120,B,2072
120,A,2623
119,E,59
119,D,243
119,C,574
119,B,835
119,A,15536
118,E,976
118,D,5970
118,C,1452
118,B,10716
118,A,53957
117,E,132
117,D,273
117,C,1488
117,B,1165
117,A,1630
116,B,5845
116,A,33528
115,E,451
115,D,196
115,C,483
115,B,1733
115,A,11828
114,B,1760
114,A,6748
113,E,68
113,D,290
113,C,715
113,B,1396
113,A,1492
112,B,2590
112,A,42439
111,E,35
111,D,350
111,C,824
111,B,2082
111,A,2988
110,B,4316
110,A,28418
109,E,53
109,D,433
109,C,1493
109,B,883
109,A,6487
108,B,1515
108,A,4478
107,E,85
107,D,250
107,C,246
107,B,1682
107,A,2408
106,E,471
106,D,882
106,C,2283
106,B,2871
106,A,3888
105,E,141
105,D,97
105,C,210
105,B,635
105,A,1323
104,A,5474
103,E,272
103,D,926
103,C,679
103,B,4049
103,A,3259
102,B,5766
102,A,1833
101,E,259
101,D,318
101,C,446
101,B,1163
101,A,2206
100,J,36
100,I,164
100,H,51
100,G,71
100,F,99
100,E,120
100,D,193
100,C,291
100,B,192
100,A,350
99,B,1563
99,A,3114
98,E,126
98,D,134
98,C,214
98,B,56
98,A,830
97,E,131
97,D,115
97,C,211
97,B,392
97,A,178
96,B,4912
96,A,42051
95,E,569
95,D,224
95,C,1444
95,B,697
95,A,1182
94,B,1954
94,A,5346
93,E,260
93,D,243
93,C,211
93,B,628
93,A,1450
92,B,2624
92,A,7858
91,E,382
91,D,197
91,C,582
91,B,2645
91,A,1963
90,B,2631
90,A,2355
89,E,42
89,D,182
89,C,434
89,B,400
89,A,1080
88,B,1137
88,A,2133
87,E,126
87,D,452
87,C,892
87,B,827
87,A,2173
86,E,137
86,D,4272
86,C,357
86,B,251
86,A,747
85,E,405
85,D,1006
85,C,436
85,B,798
85,A,1337
84,C,824
84,A,6881
83,E,234
83,D,447
83,C,302
83,B,1113
83,A,2952
82,E,177
82,D,920
82,C,668
82,B,1429
82,A,17123
81,E,171
81,D,515
81,C,1160
81,B,1492
81,A,4279
80,B,2486
80,A,9186
79,E,49
79,D,375
79,C,1072
79,B,2011
79,A,2408
78,E,263
78,D,185
78,C,995
78,B,3343
78,A,4274
77,E,198
77,D,209
77,C,626
77,B,1496
77,A,1272
76,F,362
76,E,1034
76,D,895
76,C,105
76,B,281
76,A,539
75,E,200
75,D,871
75,C,3321
75,B,1469
75,A,8391
74,E,71
74,D,273
74,C,592
74,B,1024
74,A,2899
73,F,46
73,E,201
73,D,375
73,C,912
73,B,355
73,A,931
72,I,234
72,H,175
72,G,356
72,F,75
72,E,108
72,D,45
72,C,265
72,B,40
72,A,107
71,E,290
71,D,311
71,C,2477
71,B,2441
71,A,68829
70,E,235
70,D,392
70,C,406
70,B,1257
70,A,2288
69,E,1639
69,D,541
69,C,440
69,B,1738
69,A,31959
68,E,35
68,D,246
68,C,251
68,B,1602
68,A,2695
67,E,197
67,D,794
67,C,280
67,B,536
67,A,1230
66,E,441
66,D,1520
66,C,691
66,B,5117
66,A,3656
65,E,43
65,D,307
65,C,582
65,B,967
65,A,1189
64,I,56
64,H,73
64,G,86
64,F,132
64,E,167
64,D,210
64,C,239
64,B,350
64,A,489
63,E,363
63,D,533
63,C,925
63,B,2264
63,A,5460
62,E,116
62,D,230
62,C,182
62,B,898
62,A,2132
61,E,2819
61,D,2286
61,C,489
61,B,2151
61,A,22544
60,E,208
60,D,209
60,C,400
60,B,2429
60,A,2082
59,E,722
59,D,370
59,C,1097
59,B,2874
59,A,24568
58,E,142
58,D,438
58,C,1054
58,B,4690
58,A,32904
57,E,107
57,D,220
57,C,983
57,B,763
57,A,1642
56,E,886
56,D,647
56,C,720
56,B,1669
56,A,3604
55,E,326
55,D,1293
55,C,865
55,B,1178
55,A,1817
54,E,115
54,D,286
54,C,606
54,B,501
54,A,1315
53,E,406
53,D,960
53,C,2749
53,B,690
53,A,2321
52,C,2396
52,B,876
52,A,2466
51,F,228
51,E,198
51,D,297
51,C,774
51,B,655
51,A,1218
50,E,238
50,D,407
50,C,485
50,B,2941
50,A,49070
49,E,361
49,D,904
49,C,840
49,B,1429
49,A,4518
48,H,65
48,G,85
48,F,63
48,E,301
48,D,1192
48,C,500
48,B,1237
48,A,2099
47,E,230
47,D,398
47,C,389
47,B,2871
47,A,4993
46,G,59
46,F,222
46,E,549
46,D,713
46,C,1279
46,B,1689
46,A,3903
45,J,514
45,I,916
45,H,91
45,G,393
45,F,57
45,E,364
45,D,732
45,C,500
45,B,144
45,A,1968
44,J,387
44,I,128
44,H,753
44,G,104
44,F,37
44,E,1359
44,D,474
44,C,1140
44,B,1021
44,A,2140
43,E,261
43,D,726
43,C,2468
43,B,4106
43,A,10492
42,E,125
42,D,269
42,C,317
42,B,609
42,A,1484
41,E,1006
41,D,826
41,C,1999
41,B,1641
41,A,27939
40,E,325
40,D,77
40,C,175
40,B,710
40,A,1665
39,K,44
39,J,1132
39,I,72
39,H,1203
39,G,76
39,F,839
39,E,538
39,D,1551
39,C,286
39,B,1298
39,A,445
38,H,116
38,G,346
38,F,249
38,E,967
38,D,351
38,C,1292
38,B,1900
38,A,8753
37,E,311
37,D,250
37,C,726
37,B,631
37,A,11071
36,E,224
36,D,326
36,C,202
36,B,849
36,A,1586
35,E,456
35,D,1279
35,C,2259
35,B,714
35,A,2784
34,E,422
34,D,2142
34,C,2249
34,B,10315
34,A,6724
33,E,77
33,D,544
33,C,1289
33,B,1222
33,A,1995
32,E,224
32,D,711
32,C,946
32,B,7302
32,A,3436
31,E,563
31,D,545
31,C,980
31,B,1877
31,A,3927
30,E,322
30,D,278
30,C,944
30,B,719
30,A,1691
29,E,367
29,D,953
29,C,1742
29,B,1319
29,A,2959
28,E,41
28,D,343
28,C,468
28,B,1751
28,A,537
27,E,1509
27,D,1133
27,C,1454
27,B,2071
27,A,6016
26,E,257
26,D,327
26,C,467
26,B,4342
26,A,6961
25,E,929
25,D,2844
25,C,2277
25,B,3901
25,A,21230
24,E,500
24,D,457
24,C,769
24,B,997
24,A,2176
23,E,343
23,D,228
23,C,534
23,B,1295
23,A,2256
22,E,498
22,D,1077
22,C,1337
22,B,1951
22,A,5357
21,D,358
21,C,1044
21,B,814
21,A,898
20,C,7535
20,B,1484
20,A,2497
19,E,581
19,D,736
19,C,523
19,B,1443
19,A,1384
18,E,511
18,D,668
18,C,4462
18,B,1154
18,A,2644
17,E,537
17,D,459
17,C,457
17,B,1628
17,A,4353
16,E,1298
16,D,881
16,C,2096
16,B,3979
16,A,5279
15,E,312
15,D,306
15,C,1152
15,B,747
15,A,1759
14,E,653
14,D,1929
14,C,1626
14,B,2473
14,A,4297
13,E,1403
13,D,346
13,C,1390
13,B,498
13,A,3454
12,E,496
12,D,890
12,C,2533
12,B,3632
12,A,4244
11,E,111
11,D,1496
11,C,361
11,B,1869
11,A,4325
10,E,330
10,D,1220
10,C,812
10,B,990
10,A,2416
9,E,403
9,D,1388
9,C,5275
9,B,2141
9,A,11050
8,E,353
8,D,342
8,C,1338
8,B,1872
8,A,2724
7,E,366
7,D,1651
7,C,1749
7,B,1392
7,A,3567
6,E,1546
6,D,955
6,C,4742
6,B,3803
6,A,7473
5,E,805
5,D,833
5,C,3903
5,B,2863
5,A,4687
4,D,4120
4,C,17494
4,B,7658
4,A,96712
3,D,1479
3,C,3489
3,B,2070
3,A,8665
2,C,843
2,B,4099
2,A,8610
1,C,2968
1,B,10566
1,A,83372
